   1.0000000e+01   7.9876000e+00
   1.1000000e+02   8.0182000e+00
   2.1000000e+02   7.9462000e+00
   3.1000000e+02   7.9874000e+00
   4.1000000e+02   7.9523000e+00
   5.1000000e+02   8.0019000e+00
   6.1000000e+02   8.0047000e+00
   7.1000000e+02   8.0099000e+00
   8.1000000e+02   7.9842000e+00
   9.1000000e+02   7.9806000e+00
   1.0100000e+03   8.0135000e+00
   1.1100000e+03   7.9883000e+00
   1.2100000e+03   7.9878000e+00
   1.3100000e+03   8.0034000e+00
   1.4100000e+03   7.9860000e+00
   1.5100000e+03   8.0054000e+00
   1.6100000e+03   8.0911000e+00
   1.7100000e+03   7.9778000e+00
   1.8100000e+03   8.0048000e+00
   1.9100000e+03   7.9918000e+00
   2.0100000e+03   8.0283000e+00
   2.1100000e+03   7.9852000e+00
   2.2100000e+03   8.0223000e+00
   2.3100000e+03   8.0192000e+00
   2.4100000e+03   8.0136000e+00
   2.5100000e+03   7.9970000e+00
   2.6100000e+03   8.0118000e+00
   2.7100000e+03   7.9750000e+00
   2.8100000e+03   7.9811000e+00
   2.9100000e+03   7.9895000e+00
   3.0100000e+03   8.0066000e+00
   3.1100000e+03   7.9958000e+00
   3.2100000e+03   7.9802000e+00
   3.3100000e+03   8.0080000e+00
   3.4100000e+03   7.9682000e+00
   3.5100000e+03   8.0137000e+00
   3.6100000e+03   8.0254000e+00
   3.7100000e+03   8.0033000e+00
   3.8100000e+03   8.0024000e+00
   3.9100000e+03   8.0040000e+00
   4.0100000e+03   8.0696000e+00
   4.1100000e+03   8.0347000e+00
   4.2100000e+03   7.9979000e+00
   4.3100000e+03   7.9883000e+00
   4.4100000e+03   7.9995000e+00
   4.5100000e+03   8.0372000e+00
   4.6100000e+03   8.0025000e+00
   4.7100000e+03   7.9557000e+00
   4.8100000e+03   7.9908000e+00
   4.9100000e+03   7.9950000e+00
   5.0100000e+03   8.0267000e+00
   5.1100000e+03   8.0008000e+00
   5.2100000e+03   8.0199000e+00
   5.3100000e+03   7.9816000e+00
   5.4100000e+03   7.9842000e+00
   5.5100000e+03   8.0044000e+00
   5.6100000e+03   8.0001000e+00
   5.7100000e+03   8.0043000e+00
   5.8100000e+03   8.0022000e+00
   5.9100000e+03   7.9673000e+00
